iid,pid,gender,age,age_o,d_age,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match,
256,289,female,24,28,4,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,6,5,medicine,20,30,10,20,0,20,6,8,8,8,7,7,15,25,20,20,10,10,6,9,6,8,6,7,7,6,7,5,3,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,-0.13,6,,2,7,8,0,1,1,1,
256,290,female,24,34,10,asian/pacific islander/asian-american,european/caucasian-american,0,6,5,medicine,30,10,30,10,5,15,7,8,8,7,6,8,15,25,20,20,10,10,6,9,6,8,6,7,6,6,6,5,7,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,0.2,6,,2,7,6,1,0,1,0,
256,291,female,24,27,3,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,6,5,medicine,20,20,15,15,12,18,5,8,8,7,6,6,15,25,20,20,10,10,6,9,6,8,6,5,6,7,4,6,6,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,-0.3,6,,2,5,5,0,0,1,0,
256,292,female,24,28,4,asian/pacific islander/asian-american,black/african american,0,6,5,medicine,20,18,20,17,10,15,6,10,7,5,6,4,15,25,20,20,10,10,6,9,6,8,6,7,7,7,7,6,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,-0.23,6,,2,7,7,0,0,1,0,
256,293,female,24,28,4,asian/pacific islander/asian-american,latino/hispanic american,0,6,5,medicine,23,18,21,18,10,10,6,8,9,6,7,4,15,25,20,20,10,10,6,9,6,8,6,5,6,7,4,7,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,-0.11,6,,2,5,4,0,0,0,0,
257,273,female,24,29,5,european/caucasian-american,european/caucasian-american,1,5,6,art education,30,25,18,18,4,5,7,6,7,5,8,1,22,14,30,10,14,10,7,9,7,9,10,5,7,8,6,8,0,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.64,3,,0,3,0,0,0,0,0,
257,274,female,24,24,0,european/caucasian-american,latino/hispanic american,0,5,6,art education,30,10,20,20,10,10,6,8,8,8,8,8,22,14,30,10,14,10,7,9,7,9,10,5,7,7,7,7,2,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.46,3,,0,3,2,0,0,0,0,
257,275,female,24,21,3,european/caucasian-american,european/caucasian-american,1,5,6,art education,25,10,25,5,10,25,6,6,7,5,6,7,22,14,30,10,14,10,7,9,7,9,10,5,5,6,6,6,6,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.56,3,,0,4,3,0,0,1,0,
257,276,female,24,26,2,european/caucasian-american,european/caucasian-american,1,5,6,art education,24,16,28,14,8,10,6,5,4,5,3,6,22,14,30,10,14,10,7,9,7,9,10,3,5,6,6,6,2,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.7,3,,0,6,2,0,0,0,0,
257,277,female,24,25,1,european/caucasian-american,european/caucasian-american,1,5,6,art education,60,20,0,20,0,0,7,6,6,6,,8,22,14,30,10,14,10,7,9,7,9,10,5,6,6,6,6,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.55,3,,0,6,3,0,0,0,0,
257,278,female,24,32,8,european/caucasian-american,european/caucasian-american,1,5,6,art education,25,15,20,25,10,5,5,5,5,5,5,,22,14,30,10,14,10,7,9,7,9,10,2,7,8,5,8,0,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.88,3,,0,3,0,0,0,0,0,
257,279,female,24,25,1,european/caucasian-american,european/caucasian-american,1,5,6,art education,27,15,28,10,10,10,8,8,7,7,5,4,22,14,30,10,14,10,7,9,7,9,10,6,6,7,7,7,8,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.23,3,,0,6,4,0,0,0,0,
257,280,female,24,25,1,european/caucasian-american,european/caucasian-american,1,5,6,art education,25,20,30,15,5,5,6,6,6,6,5,7,22,14,30,10,14,10,7,9,7,9,10,3,4,6,5,5,6,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.75,3,,0,3,2,0,0,0,0,
257,281,female,24,27,3,european/caucasian-american,european/caucasian-american,1,5,6,art education,20,20,20,15,5,20,6,7,5,5,6,7,22,14,30,10,14,10,7,9,7,9,10,3,5,6,4,6,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.74,3,,0,3,2,0,0,1,0,
257,282,female,24,23,1,european/caucasian-american,black/african american,0,5,6,art education,25,15,20,20,10,10,8,8,8,8,8,7,22,14,30,10,14,10,7,9,7,9,10,7,7,7,7,7,6,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,-0.21,3,,0,6,5,0,0,1,0,
257,283,female,24,27,3,european/caucasian-american,asian/pacific islander/asian-american,0,5,6,art education,50,10,10,10,10,10,10,10,10,10,10,10,22,14,30,10,14,10,7,9,7,9,10,4,7,9,6,9,6,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.21,3,,0,6,5,0,0,1,0,
257,284,female,24,27,3,european/caucasian-american,european/caucasian-american,1,5,6,art education,25,20,25,20,10,0,7,7,,8,,7,22,14,30,10,14,10,7,9,7,9,10,6,7,8,8,7,8,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.8,3,,0,7,5,0,0,1,0,
257,285,female,24,24,0,european/caucasian-american,other,0,5,6,art education,20,20,25,25,5,5,8,8,8,8,8,8,22,14,30,10,14,10,7,9,7,9,10,5,7,7,7,7,8,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.29,3,,0,5,2,0,0,1,0,
257,286,female,24,22,2,european/caucasian-american,european/caucasian-american,1,5,6,art education,10,15,25,15,15,20,7,,8,,,,22,14,30,10,14,10,7,9,7,9,10,3,5,6,5,7,6,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.42,3,,0,3,2,0,0,0,0,
257,287,female,24,22,2,european/caucasian-american,asian/pacific islander/asian-american,0,5,6,art education,35,40,5,5,7,8,8,6,7,6,6,6,22,14,30,10,14,10,7,9,7,9,10,3,4,6,3,7,3,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.26,3,,0,3,1,0,0,1,0,
257,288,female,24,27,3,european/caucasian-american,european/caucasian-american,1,5,6,art education,20,20,15,25,10,10,4,5,6,5,6,5,22,14,30,10,14,10,7,9,7,9,10,4,5,6,6,7,5,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.59,3,,0,4,2,0,0,0,0,
257,289,female,24,28,4,european/caucasian-american,asian/pacific islander/asian-american,0,5,6,art education,20,30,10,20,0,20,7,8,6,6,6,5,22,14,30,10,14,10,7,9,7,9,10,5,7,7,9,9,3,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.42,3,,0,5,3,0,0,1,0,
257,290,female,24,34,10,european/caucasian-american,european/caucasian-american,1,5,6,art education,30,10,30,10,5,15,6,7,7,7,6,6,22,14,30,10,14,10,7,9,7,9,10,7,8,8,7,7,6,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.74,3,,0,6,3,0,0,1,0,
257,291,female,24,27,3,european/caucasian-american,asian/pacific islander/asian-american,0,5,6,art education,20,20,15,15,12,18,6,7,6,6,6,6,22,14,30,10,14,10,7,9,7,9,10,5,7,9,8,10,2,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.3,3,,0,5,0,0,0,1,0,
257,292,female,24,28,4,european/caucasian-american,black/african american,0,5,6,art education,20,18,20,17,10,15,9,10,7,7,10,5,22,14,30,10,14,10,7,9,7,9,10,7,7,7,7,6,6,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.42,3,,0,7,5,0,0,1,0,
257,293,female,24,28,4,european/caucasian-american,latino/hispanic american,0,5,6,art education,23,18,21,18,10,10,7,7,6,6,5,5,22,14,30,10,14,10,7,9,7,9,10,3,5,5,5,5,6,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.26,3,,0,5,3,0,0,0,0,
258,273,female,25,29,4,other,european/caucasian-american,0,1,10,ma science education,30,25,18,18,4,5,8,7,8,8,8,6,7,35,20,20,5,13,6,10,8,9,5,5,3,9,4,4,3,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.18,6,,5,3,1,0,0,0,0,
258,274,female,25,24,1,other,latino/hispanic american,0,1,10,ma science education,30,10,20,20,10,10,7,6,5,6,7,6,7,35,20,20,5,13,6,10,8,9,5,8,6,5,2,5,,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.1,6,,5,5,6,0,0,0,0,
258,275,female,25,21,4,other,european/caucasian-american,0,1,10,ma science education,25,10,25,5,10,25,7,6,6,5,6,7,7,35,20,20,5,13,6,10,8,9,5,6,8,7,5,4,2,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.36,6,,5,5,6,0,0,1,0,
258,276,female,25,26,1,other,european/caucasian-american,0,1,10,ma science education,24,16,28,14,8,10,6,10,9,8,8,5,7,35,20,20,5,13,6,10,8,9,5,7,10,10,6,3,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.1,6,,5,8,8,0,1,1,1,
258,277,female,25,25,0,other,european/caucasian-american,0,1,10,ma science education,60,20,0,20,0,0,8,7,8,8,,,7,35,20,20,5,13,6,10,8,9,5,8,9,10,5,4,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.58,6,,5,7,6,0,1,1,1,
258,278,female,25,32,7,other,european/caucasian-american,0,1,10,ma science education,25,15,20,25,10,5,5,7,7,7,7,,7,35,20,20,5,13,6,10,8,9,5,4,6,6,5,9,,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.12,6,,5,4,5,0,0,0,0,
258,279,female,25,25,0,other,european/caucasian-american,0,1,10,ma science education,27,15,28,10,10,10,7,6,8,7,5,4,7,35,20,20,5,13,6,10,8,9,5,5,6,10,8,7,7,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.35,6,,5,7,4,0,1,0,0,
258,280,female,25,25,0,other,european/caucasian-american,0,1,10,ma science education,25,20,30,15,5,5,8,8,8,9,6,6,7,35,20,20,5,13,6,10,8,9,5,5,9,8,7,,8,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.42,6,,5,7,5,0,1,1,1,
258,281,female,25,27,2,other,european/caucasian-american,0,1,10,ma science education,20,20,20,15,5,20,5,7,6,6,7,4,7,35,20,20,5,13,6,10,8,9,5,5,6,10,2,3,3,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.38,6,,5,4,3,0,0,1,0,
258,282,female,25,23,2,other,black/african american,0,1,10,ma science education,25,15,20,20,10,10,8,8,8,8,8,7,7,35,20,20,5,13,6,10,8,9,5,7,9,9,8,6,,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.1,6,,5,7,5,0,1,1,1,
258,283,female,25,27,2,other,asian/pacific islander/asian-american,0,1,10,ma science education,50,10,10,10,10,10,10,9,9,9,9,6,7,35,20,20,5,13,6,10,8,9,5,9,10,8,6,7,7,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.58,6,,5,7,7,0,1,1,1,
258,284,female,25,27,2,other,european/caucasian-american,0,1,10,ma science education,25,20,25,20,10,0,7,7,7,9,,,7,35,20,20,5,13,6,10,8,9,5,6,10,9,9,4,5,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.26,6,,5,6,5,0,1,1,1,
258,285,female,25,24,1,other,other,1,1,10,ma science education,20,20,25,25,5,5,7,7,7,7,7,7,7,35,20,20,5,13,6,10,8,9,5,4,10,10,3,3,2,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,-0.17,6,,5,5,5,0,0,1,0,
258,286,female,25,22,3,other,european/caucasian-american,0,1,10,ma science education,10,15,25,15,15,20,8,,8,,,8,7,35,20,20,5,13,6,10,8,9,5,5,4,8,2,3,3,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.2,6,,5,4,6,0,0,1,0,
258,287,female,25,22,3,other,asian/pacific islander/asian-american,0,1,10,ma science education,35,40,5,5,7,8,8,6,5,4,4,4,7,35,20,20,5,13,6,10,8,9,5,4,3,7,3,6,,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.13,6,,5,5,4,0,0,1,0,
258,288,female,25,27,2,other,european/caucasian-american,0,1,10,ma science education,20,20,15,25,10,10,5,6,5,5,5,5,7,35,20,20,5,13,6,10,8,9,5,6,5,9,4,6,2,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.54,6,,5,5,3,0,0,0,0,
258,289,female,25,28,3,other,asian/pacific islander/asian-american,0,1,10,ma science education,20,30,10,20,0,20,7,6,7,2,7,2,7,35,20,20,5,13,6,10,8,9,5,9,6,8,10,,,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.42,6,,5,7,2,0,1,0,0,
258,290,female,25,34,9,other,european/caucasian-american,0,1,10,ma science education,30,10,30,10,5,15,7,7,7,6,6,4,7,35,20,20,5,13,6,10,8,9,5,4,7,9,6,7,,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.35,6,,5,5,7,0,0,1,0,
258,291,female,25,27,2,other,asian/pacific islander/asian-american,0,1,10,ma science education,20,20,15,15,12,18,5,8,8,7,6,6,7,35,20,20,5,13,6,10,8,9,5,4,5,9,2,4,4,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.43,6,,5,4,6,0,0,1,0,
258,292,female,25,28,3,other,black/african american,0,1,10,ma science education,20,18,20,17,10,15,7,9,8,9,6,7,7,35,20,20,5,13,6,10,8,9,5,9,10,9,9,8,,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.33,6,,5,8,5,0,1,1,1,
258,293,female,25,28,3,other,latino/hispanic american,0,1,10,ma science education,23,18,21,18,10,10,5,8,7,8,6,7,7,35,20,20,5,13,6,10,8,9,5,6,7,9,3,6,4,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.08,6,,5,7,6,0,1,0,0,
259,273,female,25,29,4,european/caucasian-american,european/caucasian-american,1,2,2,genetics,30,25,18,18,4,5,4,5,8,6,8,4,15,18,19,19,17,12,7,9,8,8,9,7,8,9,6,7,4,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.39,5,,2,7,5,0,1,0,0,
259,274,female,25,24,1,european/caucasian-american,latino/hispanic american,0,2,2,genetics,30,10,20,20,10,10,8,7,8,5,6,5,15,18,19,19,17,12,7,9,8,8,9,5,6,7,5,5,3,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.19,5,,2,4,3,0,0,0,0,
259,275,female,25,21,4,european/caucasian-american,european/caucasian-american,1,2,2,genetics,25,10,25,5,10,25,,,,,,,15,18,19,19,17,12,7,9,8,8,9,7,8,8,5,8,4,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.58,5,,2,5,4,0,0,0,0,
259,276,female,25,26,1,european/caucasian-american,european/caucasian-american,1,2,2,genetics,24,16,28,14,8,10,10,10,10,10,10,10,15,18,19,19,17,12,7,9,8,8,9,7,2,8,8,5,7,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.72,5,,2,8,3,1,0,1,0,
259,277,female,25,25,0,european/caucasian-american,european/caucasian-american,1,2,2,genetics,60,20,0,20,0,0,8,8,8,9,,,15,18,19,19,17,12,7,9,8,8,9,7,3,10,10,7,7,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.24,5,,2,8,10,1,1,1,1,
259,278,female,25,32,7,european/caucasian-american,european/caucasian-american,1,2,2,genetics,25,15,20,25,10,5,6,5,5,3,5,5,15,18,19,19,17,12,7,9,8,8,9,7,7,8,6,5,6,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.59,5,,2,7,4,1,0,1,0,
259,279,female,25,25,0,european/caucasian-american,european/caucasian-american,1,2,2,genetics,27,15,28,10,10,10,9,1,6,3,4,2,15,18,19,19,17,12,7,9,8,8,9,5,1,8,4,5,2,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.5,5,,2,5,1,0,0,0,0,
259,280,female,25,25,0,european/caucasian-american,european/caucasian-american,1,2,2,genetics,25,20,30,15,5,5,7,7,9,7,8,6,15,18,19,19,17,12,7,9,8,8,9,5,7,8,5,5,2,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.52,5,,2,5,3,1,0,0,0,
259,281,female,25,27,2,european/caucasian-american,european/caucasian-american,1,2,2,genetics,20,20,20,15,5,20,5,5,7,4,9,8,15,18,19,19,17,12,7,9,8,8,9,7,8,8,5,7,6,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.19,5,,2,7,6,0,1,0,0,
259,282,female,25,23,2,european/caucasian-american,black/african american,0,2,2,genetics,25,15,20,20,10,10,7,7,7,7,7,,15,18,19,19,17,12,7,9,8,8,9,7,7,8,8,6,4,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.1,5,,2,7,5,0,0,1,0,
259,283,female,25,27,2,european/caucasian-american,asian/pacific islander/asian-american,0,2,2,genetics,50,10,10,10,10,10,10,9,9,9,9,9,15,18,19,19,17,12,7,9,8,8,9,6,9,9,5,7,2,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.12,5,,2,6,5,0,0,1,0,
259,284,female,25,27,2,european/caucasian-american,european/caucasian-american,1,2,2,genetics,25,20,25,20,10,0,5,4,6,4,,,15,18,19,19,17,12,7,9,8,8,9,7,8,9,8,,6,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.63,5,,2,8,5,0,1,0,0,
259,285,female,25,24,1,european/caucasian-american,other,0,2,2,genetics,20,20,25,25,5,5,9,9,9,9,9,9,15,18,19,19,17,12,7,9,8,8,9,6,8,8,4,7,4,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,-0.42,5,,2,7,4,0,0,1,0,
259,286,female,25,22,3,european/caucasian-american,european/caucasian-american,1,2,2,genetics,10,15,25,15,15,20,7,,8,,7,,15,18,19,19,17,12,7,9,8,8,9,6,8,8,4,8,3,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,-0.11,5,,2,6,5,0,0,0,0,
259,287,female,25,22,3,european/caucasian-american,asian/pacific islander/asian-american,0,2,2,genetics,35,40,5,5,7,8,7,6,6,6,6,4,15,18,19,19,17,12,7,9,8,8,9,6,6,7,4,8,2,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.04,5,,2,5,4,0,0,0,0,
259,288,female,25,27,2,european/caucasian-american,european/caucasian-american,1,2,2,genetics,20,20,15,25,10,10,4,5,5,5,6,5,15,18,19,19,17,12,7,9,8,8,9,7,7,7,6,6,4,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.47,5,,2,7,4,0,0,0,0,
259,289,female,25,28,3,european/caucasian-american,asian/pacific islander/asian-american,0,2,2,genetics,20,30,10,20,0,20,4,3,7,5,5,5,15,18,19,19,17,12,7,9,8,8,9,7,8,7,7,7,5,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.12,5,,2,7,5,0,0,0,0,
259,290,female,25,34,9,european/caucasian-american,european/caucasian-american,1,2,2,genetics,30,10,30,10,5,15,3,3,8,5,7,8,15,18,19,19,17,12,7,9,8,8,9,7,7,9,7,4,4,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.53,5,,2,7,5,1,0,0,0,
259,291,female,25,27,2,european/caucasian-american,asian/pacific islander/asian-american,0,2,2,genetics,20,20,15,15,12,18,6,7,7,6,6,6,15,18,19,19,17,12,7,9,8,8,9,6,8,8,6,7,4,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.46,5,,2,7,4,1,0,1,0,
259,292,female,25,28,3,european/caucasian-american,black/african american,0,2,2,genetics,20,18,20,17,10,15,7,9,9,4,5,4,15,18,19,19,17,12,7,9,8,8,9,7,7,8,6,8,4,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.32,5,,2,6,4,0,0,0,0,
259,293,female,25,28,3,european/caucasian-american,latino/hispanic american,0,2,2,genetics,23,18,21,18,10,10,5,5,6,4,6,4,15,18,19,19,17,12,7,9,8,8,9,6,6,7,6,8,3,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.37,5,,2,5,4,0,0,0,0,
260,273,female,27,29,2,asian/pacific islander/asian-american,european/caucasian-american,0,4,4,genetics,30,25,18,18,4,5,2,8,8,7,8,9,19,20,19,14,13,15,6,9,7,9,6,5,7,8,5,8,7,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.53,6,,4,6,3,0,0,0,0,
260,274,female,27,24,3,asian/pacific islander/asian-american,latino/hispanic american,0,4,4,genetics,30,10,20,20,10,10,3,7,8,6,10,2,19,20,19,14,13,15,6,9,7,9,6,6,8,6,8,7,,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.52,6,,4,4,3,0,0,0,0,
260,275,female,27,21,6,asian/pacific islander/asian-american,european/caucasian-american,0,4,4,genetics,25,10,25,5,10,25,5,6,8,5,7,8,19,20,19,14,13,15,6,9,7,9,6,6,8,7,6,7,6,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.43,6,,4,7,5,0,0,1,0,
260,276,female,27,26,1,asian/pacific islander/asian-american,european/caucasian-american,0,4,4,genetics,24,16,28,14,8,10,7,7,8,7,5,6,19,20,19,14,13,15,6,9,7,9,6,7,7,8,7,8,6,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.39,6,,4,8,10,1,1,1,1,
260,277,female,27,25,2,asian/pacific islander/asian-american,european/caucasian-american,0,4,4,genetics,60,20,0,20,0,0,7,8,8,8,,,19,20,19,14,13,15,6,9,7,9,6,9,9,10,10,8,3,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.36,6,,4,9,10,1,1,1,1,
260,278,female,27,32,5,asian/pacific islander/asian-american,european/caucasian-american,0,4,4,genetics,25,15,20,25,10,5,5,5,5,3,5,5,19,20,19,14,13,15,6,9,7,9,6,6,8,7,7,5,4,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.36,6,,4,5,5,0,0,0,0,
260,279,female,27,25,2,asian/pacific islander/asian-american,european/caucasian-american,0,4,4,genetics,27,15,28,10,10,10,6,7,8,8,7,5,19,20,19,14,13,15,6,9,7,9,6,9,7,8,9,8,,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.31,6,,4,6,5,1,0,1,0,
260,280,female,27,25,2,asian/pacific islander/asian-american,european/caucasian-american,0,4,4,genetics,25,20,30,15,5,5,7,7,8,7,8,7,19,20,19,14,13,15,6,9,7,9,6,7,9,9,8,8,6,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.62,6,,4,7,5,1,1,1,1,
260,281,female,27,27,0,asian/pacific islander/asian-american,european/caucasian-american,0,4,4,genetics,20,20,20,15,5,20,6,7,9,5,9,5,19,20,19,14,13,15,6,9,7,9,6,4,7,7,4,6,5,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.43,6,,4,5,5,0,0,0,0,
260,282,female,27,23,4,asian/pacific islander/asian-american,black/african american,0,4,4,genetics,25,15,20,20,10,10,10,9,9,9,9,9,19,20,19,14,13,15,6,9,7,9,6,7,8,6,8,7,7,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.34,6,,4,8,5,0,1,1,1,
260,283,female,27,27,0,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,4,4,genetics,50,10,10,10,10,10,7,7,7,7,7,7,19,20,19,14,13,15,6,9,7,9,6,4,7,5,5,6,,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.26,6,,4,4,5,0,0,1,0,
260,284,female,27,27,0,asian/pacific islander/asian-american,european/caucasian-american,0,4,4,genetics,25,20,25,20,10,0,6,6,,6,,,19,20,19,14,13,15,6,9,7,9,6,7,8,8,8,7,4,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.58,6,,4,7,6,0,1,0,0,
260,285,female,27,24,3,asian/pacific islander/asian-american,other,0,4,4,genetics,20,20,25,25,5,5,6,6,6,6,6,6,19,20,19,14,13,15,6,9,7,9,6,6,9,7,7,6,5,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,-0.18,6,,4,7,4,0,1,1,1,
260,286,female,27,22,5,asian/pacific islander/asian-american,european/caucasian-american,0,4,4,genetics,10,15,25,15,15,20,7,,8,,,8,19,20,19,14,13,15,6,9,7,9,6,4,8,7,5,5,5,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,-0.01,6,,4,5,5,0,0,0,0,
260,287,female,27,22,5,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,4,4,genetics,35,40,5,5,7,8,7,8,8,6,6,6,19,20,19,14,13,15,6,9,7,9,6,5,6,6,7,10,5,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.31,6,,4,6,4,0,0,1,0,
260,288,female,27,27,0,asian/pacific islander/asian-american,european/caucasian-american,0,4,4,genetics,20,20,15,25,10,10,4,6,5,4,5,5,19,20,19,14,13,15,6,9,7,9,6,8,8,8,7,7,,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.65,6,,4,7,5,0,1,0,0,
260,289,female,27,28,1,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,4,4,genetics,20,30,10,20,0,20,5,3,4,2,5,2,19,20,19,14,13,15,6,9,7,9,6,7,7,8,9,9,,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.53,6,,4,7,5,0,1,0,0,
260,290,female,27,34,7,asian/pacific islander/asian-american,european/caucasian-american,0,4,4,genetics,30,10,30,10,5,15,4,6,9,7,8,5,19,20,19,14,13,15,6,9,7,9,6,7,9,10,6,8,5,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.75,6,,4,8,5,1,1,0,0,
260,291,female,27,27,0,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,4,4,genetics,20,20,15,15,12,18,6,8,8,6,6,7,19,20,19,14,13,15,6,9,7,9,6,6,7,9,7,10,7,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.47,6,,4,7,5,0,1,1,1,
260,292,female,27,28,1,asian/pacific islander/asian-american,black/african american,0,4,4,genetics,20,18,20,17,10,15,5,10,9,5,6,4,19,20,19,14,13,15,6,9,7,9,6,8,8,8,8,9,,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.24,6,,4,8,6,0,1,0,0,
260,293,female,27,28,1,asian/pacific islander/asian-american,latino/hispanic american,0,4,4,genetics,23,18,21,18,10,10,3,6,8,6,6,4,19,20,19,14,13,15,6,9,7,9,6,7,7,8,8,9,4,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.4,6,,4,7,5,0,1,0,0,
